rank,game_id,start_time,match,pick,odds,units,confidence_pct,reason,predicted_score,bet_home_spread,bet_home_ml,bet_away_spread,bet_away_ml,bet_over,bet_under,home_money_line,away_money_line,tie_money_line,total_score,over_odds,under_odds,home_spread,home_spread_odds,away_spread,away_spread_odds,timestamp,start_time_pt,date,model
3,263502,2025-11-23T20:00:00.000Z,Elche vs Real Madrid,Real Madrid -1.5,-105,3,93,Real Madrid is the heavy away favorite (-250 ML) with 100% money support. Getting the -1.5 spread at near even money (-105) is high value given the mismatch.,0-3,0,0,1,0,0,0,575,-250,425,3.5,113,-149,1.5,-143,-1.5,-105,2025-11-23 07:36:57+00:00,2025-11-23 12:00:00-08:00,2025-11-23,gary
4,263509,2025-11-23T17:00:00.000Z,Lazio vs Lecce,Lazio ML,-135,2,88,Lazio is a strong home favorite with 97% ticket support. The ML at -135 is significantly cheaper than the -0.5 spread (-145) for the exact same winning outcome.,2-0,0,1,0,0,0,0,-135,433,240,2.5,133,-172,-0.5,-145,0.5,105,2025-11-23 07:36:57+00:00,2025-11-23 09:00:00-08:00,2025-11-23,gary
5,272227,2025-11-24T20:00:00.000Z,Man U vs Everton,Man U ML,-135,2,87,Man U is backed by 95% of tickets at Old Trafford. The ML (-135) provides better ROI than the -0.5 spread (-150).,2-0,0,1,0,0,0,0,-135,360,280,2.5,-140,95,-0.5,-150,0.5,105,2025-11-23 07:36:57+00:00,2025-11-24 12:00:00-08:00,2025-11-24,gary
6,263518,2025-11-23T19:45:00.000Z,Lille vs Paris FC,Lille ML,-155,2,85,Lille has 97% ticket support. A clear pricing anomaly exists where the ML (-155) offers much better value than the -0.5 spread (-175).,2-0,0,1,0,0,0,0,-155,400,310,2.5,-147,111,-0.5,-175,0.5,120,2025-11-23 07:36:57+00:00,2025-11-23 11:45:00-08:00,2025-11-23,gary
7,263510,2025-11-24T19:45:00.000Z,Sassuolo vs Pisa,Sassuolo ML,105,2,82,Sassuolo is the home favorite with 91% backing. The ML at +105 is mathematically superior to the -0.5 spread at -105.,1-0,0,1,0,0,0,0,105,280,220,2.5,125,-160,-0.5,-105,0.5,-135,2025-11-23 07:36:57+00:00,2025-11-24 11:45:00-08:00,2025-11-24,gary
8,263497,2025-11-23T17:30:00.000Z,Getafe vs Atlético,Atlético ML,-130,1,78,Atlético is the road favorite with 97% support. Taking the ML (-130) avoids the heavier juice on the -0.5 spread (-143).,0-1,0,0,0,1,0,0,420,-130,240,2.5,140,-189,0.5,100,-0.5,-143,2025-11-23 07:36:57+00:00,2025-11-23 09:30:00-08:00,2025-11-23,gary
9,263520,2025-11-23T16:15:00.000Z,Toulouse vs Angers,Toulouse ML,-145,1,77,Toulouse has 95% ticket support at home. ML (-145) is a safer play than the juiced spread (-160).,2-1,0,1,0,0,0,0,-145,433,270,2.5,105,-136,-0.5,-160,0.5,115,2025-11-23 07:36:57+00:00,2025-11-23 08:15:00-08:00,2025-11-23,gary
10,263519,2025-11-23T16:15:00.000Z,Brest vs Metz,Brest ML,-125,1,75,Brest is the home favorite with 92% backing. The ML (-125) offers a 10-cent discount compared to the spread (-135).,1-0,0,1,0,0,0,0,-125,330,280,2.5,-134,101,-0.5,-135,0.5,-105,2025-11-23 07:36:57+00:00,2025-11-23 08:15:00-08:00,2025-11-23,gary
1,265703,2025-11-25T20:00:00.000Z,Man City vs Leverkusen,Man City -1.5,-165,3,92,City massive favorites at home with 98% of bets on City. Historical success with heavy home favorites continues to prove profitable. City need statement European performance.,3-1,1,0,0,0,0,0,-450,1100,550,3.5,-110,-114,-1.5,-165,1.5,130,2025-11-24 20:00:00+00:00,2025-11-25 12:00:00-08:00,2025-11-25,cliff
2,265712,2025-11-26T20:00:00.000Z,Liverpool vs PSV,Liverpool -1.5,-135,3,90,Liverpool dominant at Anfield with 98% tickets and 95% money on Liverpool. PSV weaker opposition traveling to fortress Anfield. Clean line movement toward Liverpool.,3-0,1,0,0,0,0,0,-325,725,500,3.5,-122,-106,-1.5,-135,1.5,-105,2025-11-24 20:00:00+00:00,2025-11-26 12:00:00-08:00,2025-11-26,cliff
3,265710,2025-11-26T20:00:00.000Z,PSG vs Tottenham,PSG -1.5,105,3,88,PSG strong favorites at home with Spurs injury crisis continuing. 98% backing PSG. Plus odds on heavy favorite spread is excellent value opportunity.,3-1,1,0,0,0,0,0,-255,700,400,3.5,120,-157,-1.5,105,1.5,-133,2025-11-24 20:00:00+00:00,2025-11-26 12:00:00-08:00,2025-11-26,cliff
4,265906,2025-11-27T17:45:00.000Z,Aston Villa vs Young Boys,Aston Villa -1.5,-168,2,86,Villa massive favorites hosting Swiss side. 100% of tickets on Villa shows unprecedented consensus. Quality gap enormous in European competition.,3-0,1,0,0,0,0,0,-500,1150,600,3.5,-100,-129,-1.5,-168,1.5,130,2025-11-24 20:00:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,cliff
5,265699,2025-11-25T17:45:00.000Z,Galatasaray vs Union Saint-Gilloise,Under 3.5,-173,2,84,94% of money on under shows sharp action. Turkish side defensive at home in Europe. Both teams tactical in knockout scenarios with line moved toward under.,2-0,0,0,0,0,0,1,-159,400,330,3.5,125,-173,-0.5,-185,0.5,130,2025-11-24 20:00:00+00:00,2025-11-25 09:45:00-08:00,2025-11-25,cliff
6,272227,2025-11-24T20:00:00.000Z,Man U vs Everton,Man U -0.5,-140,2,82,United at Old Trafford with 91% tickets backing them. Line moved from minus 150 to minus 140 despite public on United showing sharp support. Everton struggling badly.,2-1,1,0,0,0,0,0,-125,320,290,2.5,-141,110,-0.5,-140,0.5,-105,2025-11-24 20:00:00+00:00,2025-11-24 12:00:00-08:00,2025-11-24,cliff
7,265759,2025-11-27T17:45:00.000Z,Porto vs Nice,Porto -1.5,110,2,80,Porto huge favorites at home with 99% of all bets on Porto shows complete consensus. Nice traveling to hostile Porto atmosphere in European knockout stage.,2-0,1,0,0,0,0,0,-239,625,375,2.5,-132,-100,-1.5,110,1.5,-160,2025-11-24 20:00:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,cliff
8,265708,2025-11-26T17:45:00.000Z,Copenhagen vs Kairat Almaty,Copenhagen -1.5,-115,2,79,Copenhagen massive favorites hosting Kazakhstan side. 98% tickets and 97% money on Copenhagen with talent gap decisive in this matchup.,3-0,1,0,0,0,0,0,-295,760,425,3.5,122,-165,-1.5,-115,1.5,-120,2025-11-24 20:00:00+00:00,2025-11-26 09:45:00-08:00,2025-11-26,cliff
9,265706,2025-11-25T20:00:00.000Z,Dortmund vs Villarreal,Dortmund -0.5,-135,1,76,Dortmund home favorite with 94% backing. Signal Iduna Park fortress in European competition. Villarreal struggling on road with line holding despite public.,2-1,1,0,0,0,0,0,-125,320,280,2.5,-149,115,-0.5,-135,0.5,-105,2025-11-24 20:00:00+00:00,2025-11-25 12:00:00-08:00,2025-11-25,cliff
10,265905,2025-11-27T17:45:00.000Z,Feyenoord vs Celtic,Under 2.5,136,1,74,97% of money on under despite plus odds suggests sharp value. Both defensively organized in big European matches with tactical chess match expected.,1-1,0,0,0,0,0,1,-145,345,320,2.5,-177,136,-0.5,-160,0.5,115,2025-11-24 20:00:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,cliff
11,265715,2025-11-26T20:00:00.000Z,Arsenal vs Bayern,Under 2.5,110,1,72,Big European clash typically tight with 97% tickets and 93% money on under. Both elite defenses with high stakes knockout atmosphere limiting scoring.,1-1,0,0,0,0,0,1,120,220,250,2.5,-139,110,-0.5,110,0.5,-155,2025-11-24 20:00:00+00:00,2025-11-26 12:00:00-08:00,2025-11-26,cliff
2,265906,2025-11-27T17:45:00.000Z,Aston Villa vs Young Boys,Aston Villa -1.5,-168,3,92,Aston Villa huge home favorite (-500 ML) against weaker European opposition. Should dominate at home,3-0,1,0,0,0,0,0,-500,1150,600,3.5,-100,-129,-1.5,-168,1.5,130,2025-11-24 14:20:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,david
3,265712,2025-11-26T20:00:00.000Z,Liverpool vs PSV,Liverpool -1.5,-135,3,90,Liverpool strong home favorite (-325 ML) in European competition. Anfield advantage crucial,3-1,1,0,0,0,0,0,-325,725,500,3.5,-122,-106,-1.5,-135,1.5,-105,2025-11-24 14:20:00+00:00,2025-11-26 12:00:00-08:00,2025-11-26,david
4,265708,2025-11-26T17:45:00.000Z,Copenhagen vs Kairat Almaty,Copenhagen -1.5,-115,2,88,Copenhagen heavy home favorite (-295 ML) against weaker opposition. Historical success with similar picks,2-0,1,0,0,0,0,0,-295,760,425,3.5,122,-165,-1.5,-115,1.5,-120,2025-11-24 14:20:00+00:00,2025-11-26 09:45:00-08:00,2025-11-26,david
5,265699,2025-11-25T17:45:00.000Z,Galatasaray vs Union Saint-Gilloise,Galatasaray -0.5,-185,2,85,Galatasaray strong home favorite (-159 ML) in European competition. Home advantage proven valuable,2-0,1,0,0,0,0,0,-159,400,330,3.5,125,-173,-0.5,-185,0.5,130,2025-11-24 14:20:00+00:00,2025-11-25 09:45:00-08:00,2025-11-25,david
7,265905,2025-11-27T17:45:00.000Z,Feyenoord vs Celtic,Feyenoord -0.5,-160,2,81,Feyenoord solid home favorite (-145 ML) in European competition. Strong home form,2-1,1,0,0,0,0,0,-145,345,320,2.5,-177,136,-0.5,-160,0.5,115,2025-11-24 14:20:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,david
8,263501,2025-11-24T20:00:00.000Z,Espanyol vs Sevilla,Espanyol -0.5,-110,1,78,Espanyol home favorite with good value. Sevilla inconsistent away from home,2-1,1,0,0,0,0,0,100,290,236,2.5,109,-140,-0.5,-110,0.5,-130,2025-11-24 14:20:00+00:00,2025-11-24 12:00:00-08:00,2025-11-24,david
9,272227,2025-11-24T20:00:00.000Z,Man U vs Everton,Man U -0.5,-140,1,76,Man U home favorite (-125 ML) with reasonable spread odds. Home advantage at Old Trafford,2-1,1,0,0,0,0,0,-125,320,290,2.5,-141,110,-0.5,-140,0.5,-105,2025-11-24 14:20:00+00:00,2025-11-24 12:00:00-08:00,2025-11-24,david
10,265904,2025-11-27T17:45:00.000Z,Lille vs Zagreb,Lille -0.5,-175,1,74,Lille strong home favorite (-163 ML) in European competition. Should control match,2-0,1,0,0,0,0,0,-163,400,320,2.5,-155,117,-0.5,-175,0.5,130,2025-11-24 14:20:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,david
1,265904,2025-11-27T17:45:00.000Z,Lille vs Zagreb,Lille ML,-163,3,94,Pricing Anomaly: Lille is a strong home favorite (-0.5 spread at -175). The ML is significantly cheaper at -163 for the exact same winning condition. 99% money support.,2-0,0,1,0,0,0,0,-163,400,320,2.5,-155,117,-0.5,-175,0.5,130,2025-11-24 09:39:10+00:00,2025-11-27 09:45:00-08:00,2025-11-27,gary
2,265905,2025-11-27T17:45:00.000Z,Feyenoord vs Celtic,Feyenoord ML,-145,3,92,"Pricing Anomaly: Similar to Lille, Feyenoord's ML (-145) provides better value than the -0.5 spread (-160). 93% of capital backs the home side.",2-1,0,1,0,0,0,0,-145,345,320,2.5,-177,136,-0.5,-160,0.5,115,2025-11-24 09:39:10+00:00,2025-11-27 09:45:00-08:00,2025-11-27,gary
3,265759,2025-11-27T17:45:00.000Z,Porto vs Nice,Porto -1.5,110,3,90,Porto is a massive home favorite (-239 ML) with 99% money support. The -1.5 spread at plus money (+110) offers immense value for a likely multi-goal win.,3-0,1,0,0,0,0,0,-239,625,375,2.5,-132,-100,-1.5,110,1.5,-160,2025-11-24 09:39:10+00:00,2025-11-27 09:45:00-08:00,2025-11-27,gary
4,265903,2025-11-27T17:45:00.000Z,Ludogorets vs Celta Vigo,Celta Vigo ML,-135,2,88,"Celta is the road favorite with 98% money support. The ML (-135) is cheaper than the -0.5 spread (-145), making it the mathematically correct play.",0-2,0,0,0,1,0,0,390,-135,260,2.5,-103,-126,0.5,105,-0.5,-145,2025-11-24 09:39:10+00:00,2025-11-27 09:45:00-08:00,2025-11-27,gary
5,265906,2025-11-27T17:45:00.000Z,Aston Villa vs Young Boys,Aston Villa -1.5,-168,2,86,Villa is a heavy favorite (-500 ML) with 99% backing. The market fully expects a blowout at Villa Park.,3-1,1,0,0,0,0,0,-500,1150,600,3.5,-100,-129,-1.5,-168,1.5,130,2025-11-24 09:39:10+00:00,2025-11-27 09:45:00-08:00,2025-11-27,gary
6,265712,2025-11-26T20:00:00.000Z,Liverpool vs PSV,Liverpool -1.5,-135,2,85,Liverpool is dominant at Anfield (-325 ML) and 95% of the money is on them. The -1.5 line is the standard play here.,3-1,1,0,0,0,0,0,-325,725,500,3.5,-122,-106,-1.5,-135,1.5,-105,2025-11-24 09:39:10+00:00,2025-11-26 12:00:00-08:00,2025-11-26,gary
7,265709,2025-11-26T20:00:00.000Z,Sporting vs Brugge,Sporting ML,-147,2,83,Home favorite backed by 80% of money. Taking the ML (-147) saves juice compared to the -0.5 spread (-155).,2-1,0,1,0,0,0,0,-147,375,310,3.5,130,-168,-0.5,-155,0.5,120,2025-11-24 09:39:10+00:00,2025-11-26 12:00:00-08:00,2025-11-26,gary
8,265710,2025-11-26T20:00:00.000Z,PSG vs Tottenham,PSG -1.5,105,1,78,PSG (-255 ML) is expected to control this game. Getting the spread at +105 with 98% money support is a solid value play.,3-1,1,0,0,0,0,0,-255,700,400,3.5,120,-157,-1.5,105,1.5,-133,2025-11-24 09:39:10+00:00,2025-11-26 12:00:00-08:00,2025-11-26,gary
9,265711,2025-11-26T20:00:00.000Z,Olympiacos vs Real Madrid,Real Madrid -1.5,-102,1,77,"Real Madrid is a road juggernaut (-250 ML). The spread is essentially even money (-102), and 99% of tickets are fading the hosts.",0-2,0,0,1,0,0,0,600,-250,410,3.5,120,95,1.5,-140,-1.5,-102,2025-11-24 09:39:10+00:00,2025-11-26 12:00:00-08:00,2025-11-26,gary
10,265760,2025-11-27T17:45:00.000Z,Roma vs Midtjylland,Roma -1.5,115,1,75,Roma needs to capitalize at home. Plus money (+115) on the -1.5 line is attractive against a weaker visitor.,2-0,1,0,0,0,0,0,-220,550,370,2.5,-165,95,-1.5,115,1.5,-165,2025-11-24 09:39:10+00:00,2025-11-27 09:45:00-08:00,2025-11-27,gary
1,265712,2025-11-26T20:00:00.000Z,Liverpool vs PSV,Liverpool -1.5,-155,3,91,Liverpool at Anfield hosting weak PSV with 91% tickets and 82% money on Liverpool despite line moving against public. Anfield fortress more reliable than neutral European venues.,3-0,1,0,0,0,0,0,-375,850,575,3.5,-144,112,-1.5,-155,1.5,110,2025-11-26 20:00:00+00:00,2025-11-26 12:00:00-08:00,2025-11-26,cliff
2,265906,2025-11-27T17:45:00.000Z,Aston Villa vs Young Boys,Aston Villa -1.5,-166,3,89,Villa massive favorites with 100% consensus backing them. Young Boys extremely weak opposition from Switzerland. Most lopsided matchup on slate with clear talent gap.,3-0,1,0,0,0,0,0,-500,1100,600,3.5,-100,-124,-1.5,-166,1.5,130,2025-11-26 20:00:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,cliff
3,265907,2025-11-27T20:00:00.000Z,Nottingham vs Malmo,Nottingham -1.5,-165,3,87,Nottingham huge favorites at home with 100% of tickets backing them against inferior Swedish side. Malmo traveling to England with clean line at minus 165.,3-0,1,0,0,0,0,0,-450,1200,550,3.5,130,-172,-1.5,-165,1.5,120,2025-11-26 20:00:00+00:00,2025-11-27 12:00:00-08:00,2025-11-27,cliff
4,265708,2025-11-26T17:45:00.000Z,Copenhagen vs Kairat Almaty,Copenhagen -1.5,-120,2,85,Copenhagen dominant hosting Kazakhstan side with line moved from minus 115 to minus 120 showing sharp action. 95% tickets and 90% money on Copenhagen.,3-0,1,0,0,0,0,0,-325,900,450,2.5,-142,111,-1.5,-120,1.5,-115,2025-11-26 20:00:00+00:00,2025-11-26 09:45:00-08:00,2025-11-26,cliff
5,265710,2025-11-26T20:00:00.000Z,PSG vs Tottenham,PSG -1.5,105,2,83,PSG home favorites vs injury depleted Spurs with 95% backing PSG. Plus odds on favorite spread offers value opportunity after line movement from 110 to 105.,2-0,1,0,0,0,0,0,-240,625,400,2.5,-170,131,-1.5,105,1.5,-145,2025-11-26 20:00:00+00:00,2025-11-26 12:00:00-08:00,2025-11-26,cliff
6,265759,2025-11-27T17:45:00.000Z,Porto vs Nice,Porto -1.5,110,2,81,Porto massive home favorites with 99% consensus backing them. Nice traveling from France to Portugal. Plus odds on overwhelming favorite provides value.,2-0,1,0,0,0,0,0,-244,600,380,2.5,-130,101,-1.5,110,1.5,-160,2025-11-26 20:00:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,cliff
7,265765,2025-11-27T20:00:00.000Z,Betis vs FC Utrecht,Betis -1.5,-110,2,79,Betis strong favorites at home with 100% tickets and 99% money backing them. Utrecht significant underdog traveling from Netherlands with clear quality gap.,2-0,1,0,0,0,0,0,-275,700,410,2.5,-150,120,-1.5,-110,1.5,-130,2025-11-26 20:00:00+00:00,2025-11-27 12:00:00-08:00,2025-11-27,cliff
8,265910,2025-11-27T20:00:00.000Z,Bologna vs Red Bull,Bologna -1.5,105,1,76,Bologna home favorites in European competition with 98% tickets and 96% money on Bologna showing sharp consensus. Line stable showing confidence.,2-0,1,0,0,0,0,0,-250,650,375,2.5,-140,110,-1.5,105,1.5,-145,2025-11-26 20:00:00+00:00,2025-11-27 12:00:00-08:00,2025-11-27,cliff
9,265905,2025-11-27T17:45:00.000Z,Feyenoord vs Celtic,Feyenoord -0.5,-152,1,74,Feyenoord home favorites with 95% backing and Celtic traveling to Rotterdam. Smaller spread more conservative strategy after recent upsets on larger spreads.,2-1,1,0,0,0,0,0,-138,320,320,2.5,-175,134,-0.5,-152,0.5,110,2025-11-26 20:00:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,cliff
10,265715,2025-11-26T20:00:00.000Z,Arsenal vs Bayern,Under 2.5,110,1,72,Big Champions League clash with 96% money on under despite plus odds suggesting sharp value. Both elite defenses in high stakes environment limits goals.,1-1,0,0,0,0,0,1,110,250,250,2.5,-134,110,-0.5,100,0.5,-145,2025-11-26 20:00:00+00:00,2025-11-26 12:00:00-08:00,2025-11-26,cliff
11,265818,2025-11-28T19:45:00.000Z,Como 1907 vs Sassuolo,Como 1907 -0.5,-175,1,70,Como strong home favorites with 97% tickets and 93% money backing them. Sassuolo struggling in domestic Serie B matchup with quality edge clear.,2-0,1,0,0,0,0,0,-156,450,285,2.5,-108,-119,-0.5,-175,0.5,120,2025-11-26 20:00:00+00:00,2025-11-28 11:45:00-08:00,2025-11-28,cliff
1,265906,2025-11-27T17:45:00.000Z,Aston Villa vs Young Boys,Aston Villa -1.5,-166,3,92,Aston Villa massive home favorite (-500 ML) against weaker European opposition. Strong home record in Europe,3-0,1,0,0,0,0,0,-500,1100,600,3.5,-100,-124,-1.5,-166,1.5,130,2025-11-26 16:45:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,david
2,265712,2025-11-26T20:00:00.000Z,Liverpool vs PSV,Liverpool -1.5,-155,3,90,Liverpool strong home favorite (-375 ML) at Anfield. European home dominance historically reliable,3-0,1,0,0,0,0,0,-375,850,575,3.5,-144,112,-1.5,-155,1.5,110,2025-11-26 16:45:00+00:00,2025-11-26 12:00:00-08:00,2025-11-26,david
3,265907,2025-11-27T20:00:00.000Z,Nottingham vs Malmo,Nottingham -1.5,-165,3,88,Nottingham huge home favorite (-450 ML) against weaker opposition. Should dominate at home,3-1,1,0,0,0,0,0,-450,1200,550,3.5,130,-172,-1.5,-165,1.5,120,2025-11-26 16:45:00+00:00,2025-11-27 12:00:00-08:00,2025-11-27,david
4,265759,2025-11-27T17:45:00.000Z,Porto vs Nice,Porto -1.5,110,2,85,Porto strong home favorite (-244 ML) with plus money value on spread. Excellent value opportunity,2-0,1,0,0,0,0,0,-244,600,380,2.5,-130,101,-1.5,110,1.5,-160,2025-11-26 16:45:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,david
5,265758,2025-11-27T17:45:00.000Z,Fenerbahce vs Ferencvaros,Fenerbahce -1.5,152,2,83,Fenerbahce strong home favorite (-182 ML) getting plus money. Turkish home advantage significant,3-1,1,0,0,0,0,0,-182,450,340,2.5,-157,120,-1.5,152,1.5,-190,2025-11-26 16:45:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,david
6,265760,2025-11-27T17:45:00.000Z,Roma vs Midtjylland,Roma -1.5,120,2,81,Roma solid home favorite (-210 ML) with plus money value. Should control match at home,2-0,1,0,0,0,0,0,-210,529,360,2.5,-160,122,-1.5,120,1.5,-165,2025-11-26 16:45:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,david
8,265908,2025-11-27T20:00:00.000Z,Genk vs Basel,Genk -0.5,-118,1,76,Genk home favorite (-110 ML) with reasonable odds. Home advantage in Belgium,2-1,1,0,0,0,0,0,-110,250,290,2.5,-167,130,-0.5,-118,0.5,-120,2025-11-26 16:45:00+00:00,2025-11-27 12:00:00-08:00,2025-11-27,david
9,265762,2025-11-27T20:00:00.000Z,PAN vs Sturm Graz,PAN -0.5,-165,1,74,PAN home favorite (-145 ML) with solid home record. Should control match,2-0,1,0,0,0,0,0,-145,425,280,2.5,-114,-114,-0.5,-165,0.5,115,2025-11-26 16:45:00+00:00,2025-11-27 12:00:00-08:00,2025-11-27,david
10,265765,2025-11-27T20:00:00.000Z,Betis vs FC Utrecht,Betis -1.5,-110,1,72,Betis strong home favorite (-275 ML) with reasonable spread odds. Quality difference clear,2-0,1,0,0,0,0,0,-275,700,410,2.5,-150,120,-1.5,-110,1.5,-130,2025-11-26 16:45:00+00:00,2025-11-27 12:00:00-08:00,2025-11-27,david
1,265818,2025-11-28T19:45:00.000Z,Como 1907 vs Sassuolo,Como 1907 ML,-156,3,94,Pricing Anomaly: Como is the home favorite. The Money Line (-156) is significantly cheaper than the -0.5 Spread (-175) for the exact same winning condition.,1-0,0,1,0,0,0,0,-156,450,285,2.5,-108,-119,-0.5,-175,0.5,120,2025-11-26 09:39:52-08:00,2025-11-28 11:45:00-08:00,2025-11-28,gary
2,265907,2025-11-27T20:00:00.000Z,Nottingham vs Malmo,Nottingham -1.5,-165,3,92,Nottingham is a massive home favorite (-450 ML) with 100% ticket support. The -1.5 spread is the standard play for such a mismatch.,3-0,1,0,0,0,0,0,-450,1200,550,3.5,-172,130,-1.5,-165,1.5,120,2025-11-26 09:39:52-08:00,2025-11-27 12:00:00-08:00,2025-11-27,gary
3,265906,2025-11-27T17:45:00.000Z,Aston Villa vs Young Boys,Aston Villa -1.5,-166,3,91,"Similar to Nottingham, Villa is a dominant favorite (-500 ML). The market expects a comfortable multi-goal victory at home.",3-0,1,0,0,0,0,0,-500,1100,600,3.5,-100,-124,-1.5,-166,1.5,130,2025-11-26 09:39:52-08:00,2025-11-27 09:45:00-08:00,2025-11-27,gary
4,265829,2025-11-28T19:45:00.000Z,Metz vs Rennes,Rennes ML,-101,2,88,Pricing Anomaly: Rennes is the road favorite. Their ML at near even money (-101) offers better value than the -0.5 spread (-110).,0-1,0,0,0,1,0,0,260,-101,270,2.5,-141,111,-0.5,-110,0.5,-130,2025-11-26 09:39:52-08:00,2025-11-28 11:45:00-08:00,2025-11-28,gary
5,265908,2025-11-27T20:00:00.000Z,Genk vs Basel,Genk ML,-110,2,86,Pricing Anomaly: Genk is the home favorite. The ML (-110) provides an 8-cent discount compared to the -0.5 spread (-118).,2-1,0,1,0,0,0,0,-110,250,290,2.5,-167,130,-0.5,-118,0.5,-120,2025-11-26 09:39:52-08:00,2025-11-27 12:00:00-08:00,2025-11-27,gary
6,265905,2025-11-27T17:45:00.000Z,Feyenoord vs Celtic,Feyenoord ML,-138,2,85,Pricing Anomaly: Feyenoord is backed by 97% of tickets. The ML (-138) is mathematically superior to the -0.5 spread (-152).,2-1,0,1,0,0,0,0,-138,320,320,2.5,-175,134,-0.5,-152,0.5,110,2025-11-26 09:39:52-08:00,2025-11-27 09:45:00-08:00,2025-11-27,gary
7,265763,2025-11-27T20:00:00.000Z,Maccabi vs Lyon,Lyon ML,-131,2,83,Pricing Anomaly: Lyon is the road favorite. Taking the ML (-131) saves juice compared to the -0.5 spread (-135).,1-2,0,0,0,1,0,0,336,-131,282,2.5,-115,-109,0.5,-105,-0.5,-135,2025-11-26 09:39:52-08:00,2025-11-27 12:00:00-08:00,2025-11-27,gary
8,265903,2025-11-27T17:45:00.000Z,Ludogorets vs Celta Vigo,Celta Vigo ML,-135,2,82,Pricing Anomaly: Celta is the favorite on the road. The ML (-135) is 10 cents cheaper than the spread (-145).,0-2,0,0,0,1,0,0,380,-135,270,2.5,-100,-125,0.5,105,-0.5,-145,2025-11-26 09:39:52-08:00,2025-11-27 09:45:00-08:00,2025-11-27,gary
9,265765,2025-11-27T20:00:00.000Z,Betis vs FC Utrecht,Betis -1.5,-110,1,79,Betis is a strong home favorite (-275 ML) with 100% support. The -1.5 spread at -110 is excellent value.,2-0,1,0,0,0,0,0,-275,700,410,2.5,-150,120,-1.5,-110,1.5,-130,2025-11-26 09:39:52-08:00,2025-11-27 12:00:00-08:00,2025-11-27,gary
10,265910,2025-11-27T20:00:00.000Z,Bologna vs Red Bull,Bologna -1.5,105,1,77,Bologna (-250 ML) is expected to win. Getting plus money (+105) on the -1.5 spread offers high upside.,2-0,1,0,0,0,0,0,-250,650,375,2.5,-140,110,-1.5,105,1.5,-145,2025-11-26 09:39:52-08:00,2025-11-27 12:00:00-08:00,2025-11-27,gary
1,265758,2025-11-27T17:45:00.000Z,Fenerbahce vs Ferencvaros,Fenerbahce -1.5,152,3,95,"Historical ROI for favorite spreads with positive odds is 57%, favoring value on favorite spreads.",3-0,1,0,0,0,0,0,-182,450,340,2.5,-157,120,-1.5,152,1.5,-190,2025-11-26 17:00:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,grover
2,265757,2025-11-27T17:45:00.000Z,PAOK vs Brann,PAOK -1.5,150,3,92,"Historical ROI for favorite spreads with positive odds is 57%, favoring value on favorite spreads.",3-1,1,0,0,0,0,0,-182,487,333,2.5,-144,112,-1.5,150,1.5,-192,2025-11-26 17:00:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,grover
3,265904,2025-11-27T17:45:00.000Z,Lille vs Zagreb,Lille -1.5,135,3,90,"Historical ROI for favorite spreads with positive odds is 57%, favoring value on favorite spreads.",3-0,1,0,0,0,0,0,-189,475,345,2.5,-152,119,-1.5,135,1.5,-190,2025-11-26 17:00:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,grover
4,265909,2025-11-27T20:00:00.000Z,Go Ahead Eagles vs Stuttgart,Stuttgart -1.5,130,2,88,"Historical ROI for favorite spreads with positive odds is 57%, favoring value on favorite spreads.",0-3,0,0,1,0,0,0,500,-200,360,2.5,-185,138,1.5,-182,-1.5,130,2025-11-26 17:00:00+00:00,2025-11-27 12:00:00-08:00,2025-11-27,grover
5,265764,2025-11-27T20:00:00.000Z,Belgrade vs Steaua,Belgrade -1.5,125,2,85,"Historical ROI for favorite spreads with positive odds is 57%, favoring value on favorite spreads.",3-1,1,0,0,0,0,0,-204,520,350,2.5,-147,115,-1.5,125,1.5,-182,2025-11-26 17:00:00+00:00,2025-11-27 12:00:00-08:00,2025-11-27,grover
6,265760,2025-11-27T17:45:00.000Z,Roma vs Midtjylland,Roma -1.5,120,2,85,"Historical ROI for favorite spreads with positive odds is 57%, favoring value on favorite spreads.",3-1,1,0,0,0,0,0,-210,529,360,2.5,-160,122,-1.5,120,1.5,-165,2025-11-26 17:00:00+00:00,2025-11-27 09:45:00-08:00,2025-11-27,grover
